Rating,Date,Sentiment,Review content English,Actual Date
5,3 months ago,positive,"A very excellent hospital, and I thank Fatima Khoj, the marketing department, frankly, a very wonderful person.",2024-04-11 08:15:12.709766
1,3 months ago,negative,"The least star I gave him the worst hospital in the whole city is a hookah and a mosquito, and there is no respect for the dates of God, appointing the people of the city the hospital",2024-04-11 08:15:12.709766
5,3 months ago,positive,"I thank Professor Fatima Khoj, her morals and cooperation, may God give her wellness, Lord",2024-04-11 08:15:12.709766
5,3 months ago,positive,Excellent services and hospital management interested in the place and the employees cooperative,2024-04-11 08:15:12.709766
5,3 months ago,positive,Perfect,2024-04-11 08:15:12.709766
5,3 months ago,positive,Good,2024-04-11 08:15:12.709766
2,3 months ago,negative,Delay and the absence of female employees receiving the laser department,2024-04-11 08:15:12.709766
5,3 months ago,positive,Excellent marketing service,2024-04-11 08:15:12.709766
5,3 months ago,positive,"I thank the employees of the x -ray department for their dealings, and I thank them, especially for the employee, Tayef, good handling and cooperation, may God reward her with good",2024-04-11 08:15:12.709766
5,3 months ago,positive,"I thank the employee, the spectrum of the x -ray section, I have the problem of reservation and helped me, I did not give it well",2024-04-11 08:15:12.709766
1,3 months ago,negative,"There is no employee in the Boba Aramco office, and therefore it was waiting, it was found that it is present in the laboratory reception",2024-04-11 08:15:12.709766
5,3 months ago,positive,May God make the employee a spectrum of receiving high morals and its rapid response with me,2024-04-11 08:15:12.709766
5,3 months ago,positive,"A continuous development, and they have Dr. Shaima Jalal, the dental department is very distinct, and its hand is light, God willing",2024-04-11 08:15:12.709766
4,3 months ago,positive,"Dr. Shaima Jalal went to my teeth people, God willing, bless the Most Merciful.",2024-04-11 08:15:12.709766
5,3 months ago,positive,Basma Jaber is very cooperative and fast,2024-04-11 08:15:12.709766
5,3 months ago,positive,"Distinguished service, medical staff, and very great attention in all departments, especially the service of relationships for patients, so that they provided full services within consecutive days, all of which have been provided with the service.",2024-04-11 08:15:12.709766
1,3 months ago,negative,"The date of the date of 95, I attended 9 30 literally an hour, wait for the doctor to enter the doctor",2024-04-11 08:15:12.709766
3,3 months ago,neutral,A former security employee,2024-04-11 08:15:12.709766
5,3 months ago,positive,"The esoteric clinic, the elderly, Dr. Basma Jaber is very excellent, may God reward her with good and cooperate patients deserve thanks",2024-04-11 08:15:12.709766
3,3 months ago,neutral,"The problem of the hospital with the positions is very crowded, there is an excellent clinic service",2024-04-11 08:15:12.709766
5,3 months ago,positive,"May God give you wellness, Dr. Basma, the first visit. The all medical procedures were diagnosed, thanks to your honorable person",2024-04-11 08:15:12.709766
5,3 months ago,positive,"Gina's visit to the city got a shout, we went to the hospital, praise be to God, things were very good.",2024-04-11 08:15:12.709766
5,3 months ago,positive,"Hospital for sophistication, the father, has a simple problem that was helped by Professor Ahmed Al -Ahmadi, may God reward him",2024-04-11 08:15:12.709766
5,3 months ago,positive,Fatima Khoj is the Best Employe in the Hospital,2024-04-11 08:15:12.709766
5,3 months ago,positive,May God make Professor Amwaj Service of Patient Relationships Chest,2024-04-11 08:15:12.709766
5,3 months ago,positive,Thank you for your efforts.,2024-04-11 08:15:12.709766
5,3 months ago,positive,"I would like to thank Shaima, the dental department, her kindness, good dealership, her high morals.",2024-04-11 08:15:12.709766
5,3 months ago,positive,Shaima Jalal is the best doctor of the teeth of the world. May God give her wellness.,2024-04-11 08:15:12.709766
5,3 months ago,positive,Basma Al Batinah Clinic,2024-04-11 08:15:12.709766
5,3 months ago,positive,I want to inquire who is the best German dentist,2024-04-11 08:15:12.709766
5,3 months ago,positive,The elderly clinic Basma,2024-04-11 08:15:12.709766
5,3 months ago,positive,"I thank Dr. Basma Jaber, very educated and its style is very very generous, and the diagnosis covers aspects",2024-04-11 08:15:12.709766
5,3 months ago,positive,Ramadan Mubarak,2024-04-11 08:15:12.709766
5,3 months ago,positive,What is the Cost of Septoplasty Turbinectomy,2024-04-11 08:15:12.709766
5,3 months ago,positive,"Dr. Basma Jaber thanks the internal department of her humanity. Her work is comfortable psychologically for the patient, may God protect you, as well as the hospital.",2024-04-11 08:15:12.709766
5,3 months ago,positive,Sudden Account of My Daughter Too to Eer and Experience They Treat Treat You Like A Family,2024-04-11 08:15:12.709766
5,3 months ago,positive,"Patient Abdul Mohsen Al -Mutrafi, Dr. Basma Jaber held the summit of dealing, the patient's eagerness, and her treatment as if he was a patient with her",2024-04-11 08:15:12.709766
5,3 months ago,positive,Very beautiful and the most beautiful Dr. Shaima Jalal gives her wellness,2024-04-11 08:15:12.709766
5,3 months ago,positive,"Thanks to the teacher, Al -Hashemi, the speed of her response to solve the problem",2024-04-11 08:15:12.709766
5,3 months ago,positive,Thanks the heart,2024-04-11 08:15:12.709766
5,3 months ago,positive,"Praise be to God, the interview.",2024-04-11 08:15:12.709766
5,3 months ago,positive,Excellent experience,2024-04-11 08:15:12.709766
5,3 months ago,positive,"Very excellent, good luck, God willing, and I ask God for wellness for everyone",2024-04-11 08:15:12.709766
5,3 months ago,positive,"My daughter has important analyzes and the insurance company rejected her once and sister Aisha received the laboratory, God bless her",2024-04-11 08:15:12.709766
5,3 months ago,positive,"Very excellent, Professor Amwaj Al -Harbi, customer relationships were very interactive and his assistant is the greatest limit, may God reward her with good and raise her destiny",2024-04-11 08:15:12.709766
5,3 months ago,positive,"God willing, the height of morals and good treatment, sister Amwaj",2024-04-11 08:15:12.709766
5,3 months ago,positive,"Thank you for the wonderful cooperation, employees of the radiology department, Arwa and Ashwaq, may God make their good deeds",2024-04-11 08:15:12.709766
1,3 months ago,negative,"I took my old mother with age, the ninety -year",2024-04-11 08:15:12.709766
5,3 months ago,positive,I have a Duty to take care of Inpatience for About 6 Days They Have a Clean Room with Sophisticicated Equipment for the Patient and For the Guardian of the Patience I Feel Comfortable to Stay in the room A long period of time,2024-04-11 08:15:12.709766
1,3 months ago,negative,"Do you want a doctor to consult her, how much is a normal need without reservation",2024-04-11 08:15:12.709766
3,3 months ago,neutral,"The Saudi German Hospital, Al -Madinah Al -Munawwara",2024-04-11 08:15:12.709766
5,3 months ago,positive,"Mashallah is a complete hospital, complete cleaning and reception.",2024-04-11 08:15:12.709766
5,3 months ago,positive,"I thank Professor Nawaf, Professor Abdel Aziz and Dr. Rabab to spread awareness and educate patients during the permanent activities of the hospital",2024-04-11 08:15:12.709766
5,4 months ago,positive,The service is great,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Distinctive service and employee Afnan Adel, the marketing department is more wonderful",2024-03-12 08:15:12.709766
5,4 months ago,positive,RealLy Saudi German Hospital Madina Is Hospitality Vry Nice and Very Clean,2024-03-12 08:15:12.709766
5,4 months ago,positive,"God willing, your service is fast and arranged, and the sister Afnan Al -Absi is very cooperative.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best experience of Mirit was the patient relations department, the Waves of Al -Harbi, the entry to his internal father, her circumstances, are actually the elderly, the elderly.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent service and the most wonderful doctors. I thank patient relationship service and a professor of waves of cooperation with me and her high morals,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Wonderful effort, may God give you wellness",2024-03-12 08:15:12.709766
5,4 months ago,positive,We thank the academic affairs of its efforts to train and cooperate as a professor,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The medical staff is very excellent and cooperative, Dr. Islam Al -Desouki, the pharmacy",2024-03-12 08:15:12.709766
4,4 months ago,positive,Excellent treatment,2024-03-12 08:15:12.709766
5,4 months ago,positive,I clean them sweet and their style is very beautiful,2024-03-12 08:15:12.709766
5,4 months ago,positive,The best people,2024-03-12 08:15:12.709766
5,4 months ago,positive,"God bless you and the high -end style, a wonderful reception, thank you",2024-03-12 08:15:12.709766
5,4 months ago,positive,Interest and cleanliness,2024-03-12 08:15:12.709766
5,4 months ago,positive,Very sophisticated dealing,2024-03-12 08:15:12.709766
5,4 months ago,positive,Distinguished hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,This Hospital is Have a Good Hospitality and All The Staff Are Good,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Very wonderful reception, I thank you for good taste",2024-03-12 08:15:12.709766
5,4 months ago,positive,Saudi German Hospital Are Verry Great Service and Hospitality,2024-03-12 08:15:12.709766
5,4 months ago,positive,City's best hospitals arranging respect and respectable dealings,2024-03-12 08:15:12.709766
5,4 months ago,positive,The services were distinguished and excelled,2024-03-12 08:15:12.709766
3,4 months ago,neutral,"Good, I thank Dr. Omar, and he will react to patients",2024-03-12 08:15:12.709766
5,4 months ago,positive,excellent service,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I visited the German Benotati Afnan I worked with them, God willing",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best hospitals in the city are up to it and the employees are very tactful, professional and more wonderful facilities and services",2024-03-12 08:15:12.709766
5,4 months ago,positive,The truth is the last time has become the best thanks for the operational administration,2024-03-12 08:15:12.709766
5,4 months ago,positive,Dealing the children's department is good doctors and nursing,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Excellent, beautiful legendary service and sophisticated treatment of the best hospital in the Kingdom",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Very excellent service, the best city hospitals and doctors high efficiency",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Lord, government medical services, only rise to a quarter",2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks to Dr. Basma Jaber in the Al -Batna Department,2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I would like to be my sincere thanks and appreciation to the Saudi German Hospital and its distinguished medical staff, headed by Dr. Ahmed Al -Ahmadi, and they provided exceptional medical care during my treatment period",2024-03-12 08:15:12.709766
1,4 months ago,negative,"Lack of interest in wearing clusters, placing the needle and blood comes out of my hand and drops the land and the nurse. What do you know about the situation.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"It gives you wellness, good dealing, efforts, and all thanks to the reception staff, their high morals",2024-03-12 08:15:12.709766
1,4 months ago,negative,"We apologize, causing your inconvenience and your consent, please send the problem in detail by the following mail, MPEXperance Sghgroup Net",2024-03-12 08:15:12.709766
5,4 months ago,positive,For Many Times I Had WonderFul Experiences at this Hospital the Medical Staff Was Highly PROFESSIONAL and Caring Providing Excellent Treatment and Support Through My Stay The Fac- Aintained Creating A,2024-03-12 08:15:12.709766
5,4 months ago,positive,I hope God Almighty gives you health and wellness. Thank you.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the hospital complete care for their choice of employees, especially Brother Ahmed Al -Ahmadi, the summit of dealing with ethics.",2024-03-12 08:15:12.709766
5,4 months ago,positive,The ability to deal with cases quickly and effectively and thanks,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank and appreciate the hospital, especially thanks and greeting to the doctor Rasha Ruba, who is good for her patience throughout the period of birth and taking into account her conscience",2024-03-12 08:15:12.709766
5,4 months ago,positive,excellent,2024-03-12 08:15:12.709766
5,4 months ago,positive,Great hospital good quality service equipment and they work harder to optimize the patient journey also they have Dr mohammed zolali a great doctor for children a very professional dental doctors,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best hospitals, the city of enlightening",2024-03-12 08:15:12.709766
5,4 months ago,positive,Incredible Must Comy Back For Every Appointments I Will Have the Health Care Provider and Staff Are Good and sat,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Beautiful, excellent and distinguished service, also a hospital, I thank Hassan, good deal, thank you very much",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent service thanks for your efforts,2024-03-12 08:15:12.709766
5,4 months ago,positive,The quality of the service is distinctive and excellent for all the services provided by the hospital. Thank you for your distinguished efforts,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Very wonderful, the best doctors",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The environment is comfortable and interested in the comfort of patients, thanks to Professor Fatima Khoj, Marketing Department",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent,2024-03-12 08:15:12.709766
5,4 months ago,positive,Soft dealers and high hygiene,2024-03-12 08:15:12.709766
5,4 months ago,positive,May God give you wellness your efforts,2024-03-12 08:15:12.709766
5,4 months ago,positive,The best city hospitals,2024-03-12 08:15:12.709766
5,4 months ago,positive,The best city hospitals currently and doctors are excellent clean,2024-03-12 08:15:12.709766
3,4 months ago,neutral,"We apologize, causing your inconvenience and your consent, please send the problem in detail by the following mail, MPEXperance Sghgroup Net",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I had the opportunity to see a great absence of the level of hospital hospital services and the way they used the auditors with a warm, welcome and professional.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Good reception, speed, facilitation of patient transactions, excellent cooperation, doctors, nursing staff",2024-03-12 08:15:12.709766
5,4 months ago,positive,The Reception Staff Was Good and They Were Cooperook in Caring for Patients,2024-03-12 08:15:12.709766
5,4 months ago,positive,I recommend skin services,2024-03-12 08:15:12.709766
5,4 months ago,positive,The Hospital is Clean and the Staff Are So Helpful,2024-03-12 08:15:12.709766
5,4 months ago,positive,My experience is very beautiful. It was the German Dr. Abdel Hamid,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The employee Fatima, the marketing department, is very cheeks and cooperative",2024-03-12 08:15:12.709766
5,4 months ago,positive,Disingushed,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The hospital is clean and excellent, the best city hospitals",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Dr. Abdulaziz Bakhsh, the best doctors that we deal with with excellent work and Savior, may God grant him success, the hospital, No. 1, Medina, Mashallah, the best of any other hospital, whether clean, doctors or customer service",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The hospital has changed 360 degrees, God bless the doctors, excellent, and the nurses are their morals crazy, and their hand is light once.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Great Service,2024-03-12 08:15:12.709766
5,4 months ago,positive,Wonderful service and excellent experience,2024-03-12 08:15:12.709766
5,4 months ago,positive,Featured,2024-03-12 08:15:12.709766
4,4 months ago,positive,"A distinguished quality and doctors Hospital, especially mentioning Fatima Fayez, Kittaba, the consequences of excellence, cooperation and follow -up",2024-03-12 08:15:12.709766
5,4 months ago,positive,Good service reception staff,2024-03-12 08:15:12.709766
5,4 months ago,positive,Thank you for your services. I hope more prosperity,2024-03-12 08:15:12.709766
5,4 months ago,positive,"They have Dr. Othman Waked, may God make him happy and yes, the doctor",2024-03-12 08:15:12.709766
5,4 months ago,positive,Nan,2024-03-12 08:15:12.709766
5,4 months ago,positive,"An integrated health organization, may God grant them success",2024-03-12 08:15:12.709766
5,4 months ago,positive,I am very respected by patients and treasures,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Frankly, I would like to thank you for your efforts and the reception is very excellent. Thank you, German Hospital, always expectations.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Wonderful service,2024-03-12 08:15:12.709766
5,4 months ago,positive,God bless you,2024-03-12 08:15:12.709766
5,4 months ago,positive,"A good hospital, but needs renewal and modifications",2024-03-12 08:15:12.709766
5,4 months ago,positive,A fine service and care for the patients beautiful,2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks German Hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks to Mr. Ahmed Al -Ahmadi,2024-03-12 08:15:12.709766
5,4 months ago,positive,Luxury services,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Jameel Hospital, and the services are available to Ahmed Al -Ahmadi",2024-03-12 08:15:12.709766
5,4 months ago,positive,"An integrated hospital, thanks to the Marketing Department and to Brother Ahmed Al -Ahmadi",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent dealing and excellent services,2024-03-12 08:15:12.709766
5,4 months ago,positive,The summit of literature and respect is dealt with,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the medical team, excellent handling, professional, sophisticated style, and I wish success",2024-03-12 08:15:12.709766
5,4 months ago,positive,The service was excellent with the dental clinic and the speed of treatment,2024-03-12 08:15:12.709766
5,4 months ago,positive,Good and cooperative service,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Arranged, beautiful and collaborators",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Medina hospitals, organization and attention to the quality of dealing with visitors",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Frankly, the place is very comfortable, review the wonderful children section, honest",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent services,2024-03-12 08:15:12.709766
5,4 months ago,positive,Mentaz,2024-03-12 08:15:12.709766
5,4 months ago,positive,A very wonderful saudi german Hospitalin Med Fast Services Punctivey Communication with the Patience and the Customer Espelyly the Employe Fayez Sale UTS into communicating with,2024-03-12 08:15:12.709766
5,4 months ago,positive,Professionalism and skill of the medical team and employees,2024-03-12 08:15:12.709766
5,4 months ago,positive,High quality and excellent care. We wish success and permanent success,2024-03-12 08:15:12.709766
5,4 months ago,positive,Positive experience and distinguished service,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The service is good. I thank the professor, Fatima.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Fatima Fayez,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Fatima Fayez, thank you, your cooperation is a respectable person",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Clean, salary, and Kaisin's doctors and doctors",2024-03-12 08:15:12.709766
4,4 months ago,positive,One of the Good Hospitals in Med for Daily Checks and for Pediatric Appointments,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Professor Fatima dealt with the summit of sophistication, respect and professionalism, work. Its vacation receives work calls and works. May God give her health and wellness",2024-03-12 08:15:12.709766
5,4 months ago,positive,The hospital site is preferred for reception procedures organized and supervised by the security man. The wheel chairs provide the entry portal and the drug receipt system organized with numbers and cooperative employees Afnan and all the cooperative staff,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Peace be upon you. The hospital is very sophisticated, cooperation, and easy. The employee is Afnan Raqi.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent hospital and high quality hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thank you for visiting Prince Mohammed bin Abdulaziz Airport, and I worked to examine the comprehensive, and we thank the attendees, headed by Fatima Al -Fayez",2024-03-12 08:15:12.709766
1,4 months ago,negative,"There is no less star, I have been tired of the administration",2024-03-12 08:15:12.709766
5,4 months ago,positive,Their treatment is very good. My husband was rescued by the German Hospital.,2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks and appreciation to the Saudi German Hospital their efforts. Fatima Fayez thanked the sales department of its clear and concrete efforts to provide the best services,2024-03-12 08:15:12.709766
5,4 months ago,positive,Great Hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Wonderful, and I thank Professor Fatima Hassan Al -Tallaf and the speed of implementation",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Mashallah, the best hospital in Al -Madinah Al -Munawwarah, with the quality of its doctors and employees,",2024-03-12 08:15:12.709766
5,4 months ago,positive,Went with a Critical Situlation of 1 5 Years Old Child The Hospital S Staff Response Was Vry Quick and Coopeted the Staff is Really Experience with the First Dose The Child Condion Is Stable I Recom End this Hospital,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best hospitals in the city region are the quality of doctors, as well as the best modern technologies.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to Professor Fatima Fayez, very cooperative and good",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The Saudi -German hospital medical team was visited under the supervision of Professor Fatima Fayez, respected to Prince Mohammed bin Abdulaziz International Airport, the medical staff, with a comprehensive examination of employees, and this is an effort to thank",2024-03-12 08:15:12.709766
1,4 months ago,negative,"Doctors are Kaisin, not to work patients and management bad",2024-03-12 08:15:12.709766
5,4 months ago,positive,Very beautiful and suitable offers and the service is great description,2024-03-12 08:15:12.709766
5,4 months ago,positive,Provo,2024-03-12 08:15:12.709766
5,4 months ago,positive,Good luck,2024-03-12 08:15:12.709766
5,4 months ago,positive,Very excellent service,2024-03-12 08:15:12.709766
5,4 months ago,positive,"A comfortable place and his doctors, I understand, thank you",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to employees, employees, their efforts are clean, various services. I thank the marketing employee, especially her efforts",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Excellent service committed and respected respected dates of reservations, medical approvals, fast, the most easy feature of managing reservations by application",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent hospital and has services,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I always follow Dr. Amani, the Department of Children and Dr. Ahmed, children with a real comfort",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Frankly, a sophisticated dealing and a cooperative nursing team and a servant in all the safest, the best hospital, the city, thank you",2024-03-12 08:15:12.709766
5,4 months ago,positive,Great Hospital with Professional Staff,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I go to another hospital, something excellent",2024-03-12 08:15:12.709766
5,4 months ago,positive,Thanks for your upscale treatment and your interest in the patient,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The best hospital in the city is a wonderful organization reception, the emergency doctors, God bless them",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Advanced service and complete satisfaction, the staff of the doctors, nursing and radiology. Thank you for serving the people of the city with charity",2024-03-12 08:15:12.709766
5,4 months ago,positive,Good Job,2024-03-12 08:15:12.709766
5,4 months ago,positive,A sophisticated hospital as if it is a hotel,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thank you for the presence of a distinguished staff, especially mentioning Professor Fatima Khoj Hassan deal",2024-03-12 08:15:12.709766
5,4 months ago,positive,Great Hospital,2024-03-12 08:15:12.709766
4,4 months ago,positive,"Integrated clinics, sections and easy procedures",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Laser Carboni, Dr. Sabreen, worked an excellent service and treated it very sophisticated",2024-03-12 08:15:12.709766
5,4 months ago,positive,The best city hospitals,2024-03-12 08:15:12.709766
5,4 months ago,positive,Dental section Jayed once,2024-03-12 08:15:12.709766
5,4 months ago,positive,A clean hospital and my visit to his children's clinic. I thank the medical staff,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Dental service is fast, clean",2024-03-12 08:15:12.709766
1,4 months ago,negative,Very and the employee is cooperating,2024-03-12 08:15:12.709766
5,4 months ago,positive,excellent service,2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent service the best hospitals in Medina,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Offers are sweet, excellent service",2024-03-12 08:15:12.709766
5,4 months ago,positive,Excellent hospital service,2024-03-12 08:15:12.709766
5,4 months ago,positive,The service is very excellent,2024-03-12 08:15:12.709766
1,4 months ago,negative,Si hospital is very very,2024-03-12 08:15:12.709766
1,4 months ago,negative,"A very bad hospital. I advise my sister. I gave birth to a week, Dr. Rasha, of course, her doctor, but she was shining her birth",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I would like to thank Brother Muhammad Khan, my idea of ​​the hospital, and my good experience.",2024-03-12 08:15:12.709766
1,4 months ago,negative,"Unfortunately, the hospital is a writer on the site, the price of the natural birth, and I paid me 7 thousand, under the pretext that it has a Caesarean, the first child, 12 years old, and it is anecdote after it.",2024-03-12 08:15:12.709766
5,4 months ago,positive,An elegant service and a distinctive deal and we hope for more progress,2024-03-12 08:15:12.709766
4,4 months ago,positive,Awesome Experience All Procedures Check Up and Lab TESTS DONE VERY Quickly and Consultant,2024-03-12 08:15:12.709766
3,4 months ago,neutral,"We set up comprehensive analyzes, Dr. Iman followed Family Medicine, frankly, a bad experience the first time I see a doctor.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"The services are excellent and also the appointments, but sometimes the medicines are not available in pharmacy and the waiting time is also long. I would like to take the opportunity to thank Professor Afrah Al -Essa for her dedication to service and customer service with all welcome",2024-03-12 08:15:12.709766
5,4 months ago,positive,We thank your cooperation and permanent guards for providing the most distinctive people.,2024-03-12 08:15:12.709766
5,4 months ago,positive,"We thank the Saudi German Hospital in Al -Madinah Al -Munawwarah, representative of Professor Afrah",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I visited clinics today for the date of the mother and the employee, waves, I contained my mother and entered her to the doctor.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Today, my experience is the ENT clinic, Dr. Nayef Al -Khazi, God willing, Dr. Fahim and an excellent understanding, may God bless his knowledge and God willing",2024-03-12 08:15:12.709766
1,4 months ago,negative,"Unfortunately, a bad experience, I want to break up their stones, and they said the month of Ashil, a second city",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Modifying the experiences of the ear, nose and throat department, sweetness, Dr. Talal's almonds, my young daughters, may God protect them",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks and appreciation to Dr. Amani, a child consultant for attention, good listening, care and high morals",2024-03-12 08:15:12.709766
4,4 months ago,positive,"The most beautiful of the hospital. Sister Amwaj, the problem, the problem, may God give her well",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks and appreciation to Dr. Rasha Muhammad with her, the most part of his doctor, and God is a testimony to God, her hands are light and her soul is sweet and cooks up and insults the pain and always calls God to me and let me repeat the dhikr and rejoice a lot and do a lot and do a light and light atmosphere.",2024-03-12 08:15:12.709766
4,4 months ago,positive,"Please look and pay a little bit of the circuits department delay reception staff, delay the doctors, and delay the radiology and hope department, the vocabulary director.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"God willing, my wife was born for 3 days, gave us a beautiful bouquet, and gave us the legislation of a room with bilons",2024-03-12 08:15:12.709766
5,4 months ago,positive,"A sophisticated deal and fill a very salary, his teacher, Fatima Fayez",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the sister Rowan, the medical approvals department.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the sister Rowan Al -Harbi, the medical approvals department",2024-03-12 08:15:12.709766
2,4 months ago,negative,"Nagira, a dental, I hope that you take a course of morals that improve your level.",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Professor Fatima Fayez We offer and your colleagues thanks and appreciation for their concrete efforts and has a good effect. References and visiting, wishing success and progress.",2024-03-12 08:15:12.709766
1,4 months ago,negative,"My personal experience is a very bad hospital that treats employees and doctors, do not have the morals of the smile.",2024-03-12 08:15:12.709766
3,4 months ago,neutral,"The largest hospitals in Madinah and thank their efforts, especially Mr. Ahmed Al -Ahmadi",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to the hospital administration, the services provided, especially thanks and praise to Brother Ahmed Al -Ahmadi, help",2024-03-12 08:15:12.709766
5,4 months ago,positive,I would like to thank Professor Ahmed Al -Ahmadi his cooperation and high -end treatment during the facilitation of service access,2024-03-12 08:15:12.709766
5,4 months ago,positive,"Sister Rowan Al -Harbi dealt with medical windows, and it was very cooperative, may God give her wellness",2024-03-12 08:15:12.709766
4,4 months ago,positive,Distinguished medical staff doctors,2024-03-12 08:15:12.709766
5,4 months ago,positive,"I thank the manager of hypnosis, Sahl Alia, hypnosis procedures.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Very wonderful and the service person is very cooperative,2024-03-12 08:15:12.709766
5,4 months ago,positive,"The hospital is wonderful with the nursing staff and Dr. Abdel Nasser Hamdi, Masha'allah,",2024-03-12 08:15:12.709766
5,4 months ago,positive,"Thanks to his employee, patient relations, waves of her attention and question. Patients, so wait for her children and morals.",2024-03-12 08:15:12.709766
5,4 months ago,positive,Rowan Al -Harbi Medical Approvals Department,2024-03-12 08:15:12.709766
5,4 months ago,positive,Several experiences of excellent medical staff are excellent reception staff. Excellent reception,2024-03-12 08:15:12.709766
5,4 months ago,positive,I visited the radiology department for two days.,2024-03-12 08:15:12.709766
5,4 months ago,positive,May God give them wellness. The Anoud treats them with an emergency.,2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank Professor Rawan Al -Harbi for medical approvals,2024-03-12 08:15:12.709766
5,4 months ago,positive,I thank the German Administration Hospital and a special thanks for the cooperation of Professor Fahd Al -Juhani,2024-03-12 08:15:12.709766
